+-----------------+---------+--------------+---------+----------+--------+----------+----------+
| variable        |   count |   null_count |    mean |      std |    min |      max |   median |
| emwrkawy        |   68846 |        67954 |       2 |        0 |      1 |        2 |        2 |
| emfamloc        |   68846 |        67955 |       2 |        0 |      1 |        2 |        2 |
| emfamoth        |   68846 |        67953 |       1 |        0 |      1 |        2 |        1 |
| emfri           |   68846 |        67952 |       1 |        0 |      1 |        2 |        1 |
| emchurch        |   68846 |        67954 |       2 |        0 |      1 |        2 |        2 |
| emgroups        |   68846 |        67954 |       2 |        0 |      1 |        2 |        2 |
| intuse          |   68846 |        66900 |       1 |        0 |      1 |        2 |        1 |
| intstart        |   68846 |        67577 |    2001 |        7 |   1975 |     2016 |     2000 |
| intmbile        |   68846 |        67470 |       1 |        0 |      1 |        2 |        1 |
| intrecnt        |   68846 |        67471 |       1 |        0 |      1 |        2 |        1 |
| fbaccess        |   68846 |        67906 |       2 |        0 |      1 |        2 |        2 |
| twitter         |   68846 |        67474 |       2 |        0 |      1 |        2 |        2 |
| facebook        |   68846 |        67474 |       1 |        0 |      1 |        2 |        1 |
| instagrm        |   68846 |        67474 |       2 |        0 |      1 |        2 |        2 |
| linkedin        |   68846 |        67474 |       2 |        0 |      1 |        2 |        2 |
| snapchat        |   68846 |        67474 |       2 |        0 |      1 |        2 |        2 |
| tumblr          |   68846 |        67474 |       2 |        0 |      1 |        2 |        2 |
| whatsapp        |   68846 |        67474 |       2 |        0 |      1 |        2 |        2 |
| googlesn        |   68846 |        67473 |       2 |        0 |      1 |        2 |        2 |
| pinterst        |   68846 |        67474 |       2 |        0 |      1 |        2 |        2 |
| flickr          |   68846 |        67474 |       2 |        0 |      1 |        2 |        2 |
| vine            |   68846 |        67474 |       2 |        0 |      1 |        2 |        2 |
| clssmtes        |   68846 |        67474 |       2 |        0 |      1 |        2 |        2 |
| snsmoth1        |   68846 |        67472 |       2 |        0 |      1 |        2 |        2 |
| snsmot2a        |   68846 |        68691 |      19 |       15 |      1 |       40 |       16 |
| snsmot2b        |   68846 |        68811 |      24 |       15 |      1 |       40 |       30 |
| snsmot2c        |   68846 |        68836 |      25 |       16 |      1 |       40 |       30 |
| snsmnew         |   68846 |        67857 |       6 |        6 |      1 |       33 |        5 |
| snsmyear        |   68846 |        67726 |    2009 |        4 |   1981 |     2016 |     2009 |
| snsmfrst        |   68846 |        67860 |       4 |        4 |      1 |       33 |        2 |
| intwkdym        |   68846 |        67622 |       5 |       11 |      0 |       59 |        0 |
| intwkdyh        |   68846 |        67626 |       3 |        4 |      0 |       24 |        2 |
| intwkenm        |   68846 |        67621 |       5 |       11 |      0 |       59 |        0 |
| intwkenh        |   68846 |        67630 |       3 |        3 |      0 |       24 |        2 |
| numprobs        |   68846 |        66173 |       8 |       11 |      0 |       96 |        5 |
| byemprob        |   68846 |        66275 |       3 |        6 |      0 |       96 |        0 |
| intaccss        |   68846 |        68400 |       2 |        0 |      1 |        2 |        2 |
| jobinfo         |   68846 |        66487 |       1 |        1 |      0 |        3 |        0 |
| jobpaper        |   68846 |        67953 |       1 |        1 |      0 |        3 |        1 |
| jobpub          |   68846 |        67953 |       1 |        1 |      0 |        3 |        0 |
| jobcowrk        |   68846 |        67955 |       1 |        1 |      0 |        3 |        0 |
| jobcntct        |   68846 |        67957 |       1 |        1 |      0 |        3 |        1 |
| jobfrnds        |   68846 |        67957 |       1 |        1 |      0 |        3 |        1 |
| jobplace        |   68846 |        67957 |       0 |        1 |      0 |        3 |        0 |
| jobtvrad        |   68846 |        67957 |       0 |        1 |      0 |        3 |        0 |
| jobonwww        |   68846 |        67957 |       1 |        1 |      0 |        3 |        1 |
| emailyr         |   68846 |        67369 |       5 |        2 |      1 |        7 |        5 |
| webyr           |   68846 |        65626 |       6 |        2 |      1 |        7 |        6 |
| webable         |   68846 |        67382 |       2 |        1 |      1 |        5 |        2 |
| manbook         |   68846 |        68175 |       2 |        0 |      1 |        2 |        2 |
| cussup          |   68846 |        68174 |       1 |        1 |      1 |        2 |        1 |
| tecsup          |   68846 |        68174 |       2 |        0 |      1 |        2 |        2 |
| askwksch        |   68846 |        68174 |       1 |        0 |      1 |        2 |        1 |
| askelse         |   68846 |        68174 |       1 |        0 |      1 |        2 |        1 |
| payelse         |   68846 |        68174 |       2 |        0 |      1 |        2 |        2 |
| doself          |   68846 |        68174 |       1 |        0 |      1 |        2 |        1 |
| processr        |   68846 |        68412 |       2 |        1 |      1 |        3 |        3 |
| browser1        |   68846 |        68274 |       1 |        0 |      1 |        2 |        1 |
| browser2        |   68846 |        68390 |       1 |        0 |      1 |        2 |        1 |
| browser3        |   68846 |        68468 |       5 |        5 |      1 |       27 |        4 |
| advsrch         |   68846 |        66469 |       2 |        1 |      1 |        3 |        2 |
| mp3             |   68846 |        68271 |       2 |        1 |      1 |        3 |        2 |
| ezines          |   68846 |        68271 |       3 |        1 |      1 |        3 |        3 |
| prefsets        |   68846 |        66469 |       2 |        1 |      1 |        3 |        2 |
| newsgrps        |   68846 |        66472 |       2 |        1 |      1 |        3 |        2 |
| timekid1        |   68846 |        67892 |       2 |        1 |      1 |        3 |        2 |
| timekid2        |   68846 |        68289 |       2 |        1 |      1 |        3 |        2 |
| timekid3        |   68846 |        68655 |       2 |        1 |      1 |        3 |        2 |
| timekid4        |   68846 |        68789 |       2 |        1 |      1 |        3 |        2 |
| sptmkid1        |   68846 |        68527 |       2 |        1 |      1 |        3 |        2 |
| sptmkid2        |   68846 |        68652 |       2 |        1 |      1 |        3 |        2 |
| sptmkid3        |   68846 |        68785 |       2 |        1 |      1 |        3 |        2 |
| sptmkid4        |   68846 |        68827 |       2 |        1 |      1 |        3 |        2 |
| kdtmkid1        |   68846 |        68449 |       2 |        1 |      1 |        3 |        2 |
| kdtmkid2        |   68846 |        68654 |       2 |        1 |      1 |        3 |        2 |
| kdtmkid3        |   68846 |        68790 |       2 |        1 |      1 |        3 |        2 |
| kdtmkid4        |   68846 |        68828 |       2 |        1 |      1 |        3 |        2 |
| knowkid1        |   68846 |        68452 |       2 |        1 |      1 |        5 |        1 |
| knowkid2        |   68846 |        68632 |       2 |        1 |      1 |        5 |        1 |
| knowkid3        |   68846 |        68781 |       1 |        1 |      1 |        4 |        1 |
| knowkid4        |   68846 |        68828 |       2 |        1 |      1 |        4 |        1 |
| huclean         |   68846 |        61777 |       2 |        2 |      1 |        6 |        2 |
| homeband        |   68846 |        67050 |       3 |        2 |      1 |        8 |        2 |
| freemns1        |   68846 |        67456 |       4 |        3 |      1 |        9 |        4 |
| freemns2        |   68846 |        68266 |       4 |        2 |      1 |        9 |        4 |
| freemns3        |   68846 |        68652 |       5 |        2 |      1 |        9 |        4 |
| freeexp1        |   68846 |        67593 |       5 |        3 |      1 |        9 |        5 |
| freeexp2        |   68846 |        68429 |       5 |        3 |      1 |        9 |        5 |
| freeexp3        |   68846 |        68739 |       5 |        3 |      1 |        9 |        5 |
| howfree         |   68846 |        67451 |       2 |        1 |      1 |        5 |        2 |
| rhowfree        |   68846 |        67448 |       2 |        1 |      1 |        5 |        2 |
| freenow         |   68846 |        67463 |       2 |        1 |      1 |        3 |        2 |
| rfreenow        |   68846 |        67450 |       2 |        1 |      1 |        3 |        2 |
| satdemoc        |   68846 |        67477 |       2 |        1 |      1 |        4 |        2 |
| leftlone        |   68846 |        67464 |       3 |        1 |      1 |        6 |        3 |
| nogovt          |   68846 |        67463 |       2 |        1 |      1 |        6 |        2 |
